City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,mawu,29.5923,107.3139,300.72,75,99,0.68,CN,1691119103
301,mazamari,-11.3258,-74.5308,296.13,61,79,0.94,PE,1691119103
302,horta,38.5333,-28.6333,295.38,86,5,3.13,PT,1691119104
303,vila velha,-20.3297,-40.2925,292.01,95,0,1.03,BR,1691119102
304,suva,-18.1416,178.4415,296.86,73,75,5.66,FJ,1691119104
305,ghat,24.9647,10.1728,304.18,16,1,1.95,LY,1691119104
306,petropavlovsk-kamchatsky,53.0452,158.6483,290.48,68,75,3.0,RU,1691119105
307,isla mujeres,21.2311,-86.731,302.13,83,76,3.2,MX,1691119105
308,praia da vitoria,38.7333,-27.0667,295.29,83,20,4.9,PT,1691119105
309,afif,23.9065,42.9172,300.47,19,3,4.0,SA,1691119105
310,port elizabeth,-33.918,25.5701,292.09,76,0,0.51,ZA,1691119105
311,tual,-5.6667,132.75,299.46,81,39,8.62,ID,1691119106
312,alexandria,31.2156,29.9553,299.63,66,0,1.18,EG,1691119106
313,wainwright,52.839,-110.8572,292.04,66,0,5.56,CA,1691119106
314,kavaratti,10.5669,72.642,301.23,76,7,7.87,IN,1691119106
315,mitsamiouli,-11.3847,43.2844,298.26,76,94,4.49,KM,1691119107
316,launceston,-41.45,147.1667,286.01,89,100,8.75,AU,1691119107
317,lihue,21.9789,-159.3672,301.92,67,40,7.2,US,1691118898
318,lorengau,-2.0226,147.2712,301.6,79,24,5.78,PG,1691119107
319,mikhnevo,55.1272,37.9522,293.1,85,53,2.74,RU,1691119108
320,la'ie,21.6477,-157.9253,302.13,70,8,0.89,US,1691119108
321,north bay,46.3168,-79.4663,291.45,94,75,1.54,CA,1691119108
322,mili,6.0815,171.735,301.27,77,97,6.16,MH,1691119108
323,guerrero negro,27.9769,-114.0611,294.69,71,0,6.96,MX,1691119067
324,istgah-e rah ahan-e garmsar,35.2346,52.3094,305.82,13,4,7.11,IR,1691119109
325,kalmunai,7.4167,81.8167,303.18,61,82,1.29,LK,1691119109
326,yanbu,24.0891,38.0637,302.17,74,0,3.09,SA,1691119109
327,chibougamau,49.9168,-74.3659,287.94,100,100,2.57,CA,1691119109
328,wenling,28.3669,121.36,304.19,70,100,8.88,CN,1691119110
329,aitape,-3.1374,142.3475,301.43,82,47,2.51,PG,1691119110
330,shitanjing,39.2342,106.3439,294.81,61,100,1.06,CN,1691119110
331,tongren,27.7172,109.1853,305.38,66,20,1.1,CN,1691119111
332,shizunai-furukawacho,42.3339,142.3669,298.19,86,50,3.01,JP,1691119111
333,keflavik,64.0049,-22.5624,282.39,93,75,2.57,IS,1691119111
334,leava,-14.3,-178.1667,299.28,84,100,9.67,WF,1691119111
335,lompoc,34.6391,-120.4579,291.23,89,40,6.69,US,1691119112
336,pechora,65.1472,57.2244,296.08,62,55,1.51,RU,1691119112
337,holualoa,19.6228,-155.9522,300.06,81,40,6.69,US,1691118972
338,saudarkrokur,65.7461,-19.6394,281.83,77,23,1.98,IS,1691119112
339,richards bay,-28.783,32.0377,289.42,75,0,6.14,ZA,1691119112
340,savannakhet,16.566,104.751,300.16,83,100,2.06,LA,1691119113
341,polyarnyy,69.1989,33.4478,290.56,78,100,4.24,RU,1691119113
342,lafiagi,8.8667,5.4167,296.63,96,92,2.09,NG,1691119113
343,bargteheide,53.7333,10.2667,288.63,82,19,3.19,DE,1691119114
344,potam,27.6,-110.3833,306.52,53,3,3.12,MX,1691119114
345,troitskiy,57.0603,63.7481,293.27,86,55,2.6,RU,1691119114
346,ivins,37.1686,-113.6794,306.77,21,0,0.45,US,1691119114
347,las terrenas,19.311,-69.5428,299.07,90,31,3.34,DO,1691119115
348,at taj,24.2049,23.2857,302.33,22,10,5.23,LY,1691119115
349,bayanhongor,46.7167,100.1167,292.11,49,97,1.98,MN,1691119115
350,san jeronimo de juarez,17.1333,-100.4667,298.62,90,100,2.21,MX,1691119115
351,santa cruz,-17.8,-63.1667,293.85,78,0,4.12,BO,1691118903
352,sao felix do xingu,-6.6447,-51.995,298.44,43,53,0.65,BR,1691119116
353,peace river,56.2501,-117.286,291.32,72,75,2.57,CA,1691118842
354,neiafu,-18.65,-173.9833,296.53,88,100,5.14,TO,1691119116
355,moyobamba,-6.05,-76.9667,292.68,76,35,0.69,PE,1691119117
356,manapparai,10.6,78.4167,303.63,45,13,6.5,IN,1691119117
357,portstewart,55.1813,-6.714,286.36,75,75,7.62,GB,1691119118
358,oxapampa,-10.5775,-75.4017,288.46,79,64,1.26,PE,1691119118
359,warrnambool,-38.3833,142.4833,287.03,74,68,12.19,AU,1691119099
360,piracicaba,-22.7253,-47.6492,293.39,59,0,2.0,BR,1691119119
361,andergrove,-21.0833,149.1833,296.84,68,37,9.64,AU,1691119119
362,miguel ahumada,30.6167,-106.5167,303.95,34,94,1.17,MX,1691119119
363,ulsteinvik,62.3432,5.8487,288.01,92,100,1.34,NO,1691119120
364,kiunga,-6.1219,141.2906,301.18,66,99,2.19,PG,1691119120
