City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,traralgon,-38.1833,146.5333,295.06,25,9,3.23,AU,1691032249
340,kavaratti,10.5669,72.642,301.41,78,100,6.58,IN,1691032249
341,laojunmiao,39.8333,97.7333,298.92,23,13,3.01,CN,1691032249
342,astrakhan,46.3497,48.0408,299.08,47,40,3.13,RU,1691032087
343,monrovia,6.3005,-10.7969,297.02,90,92,4.56,LR,1691032061
344,tabou,4.423,-7.3528,297.43,84,100,4.07,CI,1691032250
345,skien,59.2075,9.6105,286.29,93,98,1.41,NO,1691032250
346,murzuq,25.9155,13.9184,301.74,21,0,3.93,LY,1691032250
347,robertsport,6.7533,-11.3686,298.13,89,93,4.85,LR,1691032251
348,pisco,-13.7,-76.2167,292.18,77,100,3.09,PE,1691032251
349,luena,-11.7833,19.9167,283.86,56,23,1.9,AO,1691032251
350,san luis de la loma,17.2706,-100.8939,299.99,84,100,1.2,MX,1691032251
351,santa branca,-23.3967,-45.8839,289.22,88,0,0.45,BR,1691032252
352,altai,46.3722,96.2583,290.4,51,0,2.17,MN,1691032252
353,flying fish cove,-10.4217,105.6791,296.97,94,100,4.63,CX,1691032252
354,lihue,21.9789,-159.3672,301.92,67,20,7.72,US,1691032252
355,sinjai,-5.1241,120.253,301.77,67,49,3.15,ID,1691032253
356,malango,-2.9627,119.9001,301.05,56,38,2.07,ID,1691032253
357,tengrela,10.4869,-6.4097,295.04,97,100,2.82,CI,1691032013
358,salinopolis,-0.6136,-47.3561,299.01,84,22,4.93,BR,1691032253
359,coalcoman de vazquez pallares,18.7833,-103.15,293.96,98,100,1.17,MX,1691032253
360,guatrache,-37.6678,-63.5302,278.84,41,37,2.12,AR,1691032254
361,swakopmund,-22.6833,14.5333,287.79,56,0,3.31,NA,1691032254
362,ouesso,1.6136,16.0517,296.14,86,100,1.71,CG,1691032254
363,kingaroy,-26.5333,151.8333,293.94,38,42,4.86,AU,1691032254
364,petropavlovsk-kamchatsky,53.0452,158.6483,289.48,82,75,1.0,RU,1691032255
365,i-n-salah,27.1935,2.4607,308.0,10,54,4.08,DZ,1691032255
